psraid,sample,state,cregion,usr,intuse,pialql1,smart3,pial1a,pial1b,pial1c,pial1d,pial1e,pial1f,pial1g,pial1h,pial1i,pial1j,pial1k,pial2,pial3a,pial3b,pial3c,pial3d,pial3e,pial3f,pial3g,pial3h,pial3i,pial4,pial5,pial6a,pial6b,pial6c,pial7a,pial7b,pial7c,pial7d,pial7e,pial7f,pial7g,pial7h,pial7i,pial7j,pial7k,pial8a,pial8b,pial8c,pial8d,pial8e,pial8f,pial8g,pial8h,pial8i,pial8j,pial8k,act87,act112,pial9a,pial9b,pial9c,pial9d,pial9e,pial9f,pial9g,pial9h,pial9i,pial9j,pial10,pial11a,pial11b,pial11c,pial11d,pial11e,pial11f,pial11g,pial11h,pial12,pial13,ql1,ql1a,qc1,hh1,employ,par,sex,age,marital,educ2,hisp,race,inc,income,reg,party,partyln,ideo,tp,weight,standwt
102994,1,17,2,S,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,8,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,8,1, , ,4,1,1,1,59,1,5,2,1,6,3,1,3,1,8,3,1.96551724137931,.587647669447209
102995,1,39,2,R,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,9,2,2,2, ,1,2,2,2,99,2,6,1,9,99,9,9,9,9,2,3,1.20689655172414,.360836288257058
102996,1,18,2,S,1,1,1,1,1,1,8,1,2,1,1,1,1,1,1,1,1,3,3,3,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,8,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1, , ,3,3,2,2,58,1,8,2,1,8,4,1,1, ,2,1,2.48275862068966,.742291792985948
103001,1,29,2,R,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1, , ,2,1,1,1,36,1,8,2,1,7,4,1,1, ,2,1,2.06896551724138,.618576494154956
103002,1,51,3,S,1,1,1,1,8,8,1,1,1,2,1,1,8,2,1,2,1,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,3,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,8,2,1, , ,3,1,1,2,49,1,6,2,1,99,4,1,1, ,1,1,4.62068965517241,1.38148750361274
103009,1,13,3,S,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,8,1,1, , ,2,3,2,1,74,9,8,2,1,99,9,1,1, ,1,8,1.62068965517241,.484551587088049
103012,1,39,2,S,1,1,8,1,2,2,2,3,1,1,2,2,2,2,2,3,3,3,3,3,3,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1, , ,1,3,2,2,81,5,4,2,1,4,2,1,2, ,5,2,1.10344827586207,.32990746354931
103027,1,42,1,S,1,1,1,1,2,2,2,2,1,2,1,2,1,8,2,3,1,2,3,3,3,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,8,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,8,2,1, , ,3,2,2,2,18,6,3,2,1,99,9,1,3,2,4,3,5.17241379310345,1.54644123538739
103028,1,41,4,U,1,1,1,1,8,1,8,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,8,2,1,2,2,8,1,8,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,8,1,2,2,2,1,2,2,2,2,1, , ,2,3,2,2,62,2,7,2,1,8,4,1,4,1,3,3,1.20689655172414,.360836288257058
103030,1,27,2,R,1,2, ,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,1, ,2,3,2,2,77,1,8,2,1,8,4,1,1, ,3,3,1.55172413793103,.463932370616217
103036,1,13,3,R,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,1, , ,1,3,2,1,93,5,4,2,1,2,1,1,1, ,2,3,1.24137931034483,.371145896492974
103045,1,31,2,U,1,1,2,2,8,2,2,1,1,1,1,2,2,8,1,2,2,2,4,3,2,1,1,5,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,4,1,1,2,58,1,4,2,1,8,4,1,2, ,3,3,2.75862068965517,.824768658873275
103070,1,20,2,U,2,1,1,1,8,1,1,3,1,2,2,2,2,1,2,2,2,2,4,2,2,2,4,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,8,1,1, , ,3,3,2,1,62,1,6,2,1,7,4,1,2, ,5,2,1.89655172413793,.567028452975377
103080,1,13,3,S,1,1,1,8,1,1,8,1,8,1,1,8,1,1,2,1,3,1,3,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1, , ,2,1,2,1,69,1,8,2,2,9,4,1,2, ,3,2,1.72413793103448,.515480411795797
103081,1,6,4,S,1,1,1,2,1,1,8,2,2,2,2,2,2,8,2,1,1,1,2,1,1,1,1,5,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,8,2,2,2,2,2,2,2,2,8,2,1, , ,2,3,2,1,64,1,5,1,1,7,4,1,1, ,9,3,2.41379310344828,.721672576514116
103082,1,22,3,S,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,1,2,53,1,6,1,1,6,3,1,3,1,1,1,4.27586206896552,1.27839142125358
103091,1,19,2,R,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,1,2,43,1,3,2,1,5,2,1,2, ,3,3,4.79310344827586,1.43303554479232
103092,1,40,3,S,1,1,1,1,1,2,2,1,8,8,2,2,2,8,1,3,3,3,3,3,1,1,5,4,1,2,2,2,2,2,2,2,8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,1,1,1,41,1,6,2,1,8,4,1,1, ,1,1,1.41379310344828,.422693937672554
103125,1,21,3,S,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,1, , ,4,3,2,2,99,1,3,2,1,99,9,1,1, ,2,3,3.89655172413793,1.1649857306585
103126,1,18,2,U,1,1,1,8,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1,1, , ,2,3,1,2,41,1,6,2,1,8,4,1,3,2,3,2,5.13793103448276,1.53613162715148
103127,1,51,3,S,1,1,1,8,1,1,2,1,1,2,2,2,2,8,1,3,3,3,3,3,3,3,3,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,3,2,2,2,2,2,2,2,2,1,8,1, , ,2,1,2,2,58,1,4,2,1,7,4,1,1, ,9,3,1.79310344827586,.536099628267629
103134,1,17,2,U,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,1, , ,2,3,2,1,80,1,6,2,1,5,2,1,3,9,2,3,1.93103448275862,.577338061211293
103136,1,5,3,R,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,1,67,1,3,2,1,99,9,1,3,1,2,1,2.3448275862069,.701053360042284
103139,1,1,3,S,1,1,2,1,1,1,2,2,2,2,8,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1, , ,3,3,2,2,55,1,3,2,1,6,3,1,3,2,2,3,4.24137931034483,1.26808181301766
103148,1,9,1,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2,2,2, ,1,3,2,1,66,6,2,2,2,1,1,3,3,9,5,2,2.79310344827586,.835078267109191
103152,1,27,2,S,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,2,1, , ,1,3,2,2,62,3,4,2,1,99,1,1,1, ,4,3,1.55172413793103,.463932370616217
103160,1,13,3,S,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,3,1,3,1,1,5,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1, , ,1,1,2,2,45,6,8,2,2,7,4,1,3,1,2,1,1.89655172413793,.567028452975377
103175,1,34,1,U,1,1,1,1,1,1,8,8,2,8,1,2,2,1,1,3,1,1,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,8,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,3,1,2,2,59,1,6,2,2,99,4,1,9,9,4,2,2.51724137931034,.752601401221864
103197,1,12,3,U,1,2, ,2,2,2,2,2,1,2,2,2,2,2,2,1,3,5,4,1,5,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1, ,2,3,2,2,59,1,3,2,1,5,2,1,2, ,3,2,5.68965517241379,1.70108535892613
103210,1,36,1,U,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,1,1, , ,2,1,2,1,33,2,3,2,1,9,4,1,3,9,3,2,4.93103448275862,1.47427397773598
103224,1,21,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2,2,2, ,1,3,2,2,72,5,6,2,1,2,1,1,2, ,3,8,1,.298978638841562
103232,1,22,3,U,1,2, ,2,2,2,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,5,1,2,1,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1,2,2, ,1,3,2,1,72,3,6,2,1,7,4,2,1, ,2,1,1.6551724137931,.494861195323965
103233,1,4,4,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2,2,2, ,2,3,2,2,87,1,6,2,1,3,1,1,1, ,3,3,1.82758620689655,.546409236503545
103244,1,29,2,R,2,1,1,8,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,2,1, , ,1,3,2,2,49,4,4,2,1,1,1,1,2, ,4,2,1.93103448275862,.577338061211293
200015,2,33,1,S,1, ,1,8,8,8,8,1,2,2,2,2,2,8,1,1,1,1,1,1,1,1,1,5,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,3,8,8,2,2,2,2,2,2,2,1, , ,1,2,1,2,1,50,1,6,2,1,99,4,1,3,2,3,2,2.6551724137931,.793839834165527
200040,2,13,3,S,1, ,1,8,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,1,2,2,9, , ,1,2,3,2,1,77,1,8,2,1,8,4,1,1, ,2,2,1.62068965517241,.484551587088049
200043,2,39,2,R,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1, , ,1,3,1,2,1,19,6,3,2,1,2,1,3,3,1,3,3,2.17241379310345,.649505318862704
200046,2,21,3,S,1, ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,2,1,39,4,5,1,1,3,1,3,3,2,3,3,8,2.3918291107325
200050,2,39,2,S,1, ,2,1,8,2,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,1, , ,1,2,2,2,2,45,2,4,2,1,3,1,1,3,1,3,3,3.96551724137931,1.18560494713033
200064,2,13,3,S,1, ,1,1,8,2,1,3,2,2,2,2,3,1,2,4,8,2,4,4,4,3,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,8,2, , ,1,4,3,1,1,57,1,4,2,2,4,2,3,3,2,2,3,2.96551724137931,.886626308288771
200067,2,51,3,U,1, ,2,8,8,3,8,1,2,1,1,8,8,8,1,3,1,1,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,8,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,8,2,1,2,2,2,1,8,1,8,2,2,1,2,2,2,2,2,2,2,1, , ,2,1,2,2,1,34,6,6,2,2,1,1,3,3,2,3,2,4.27586206896552,1.27839142125358
200073,2,12,3,S,1, ,1,8,2,2,8,2,8,2,1,2,2,2,2,1,1,1,3,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,1, , ,1,4,2,1,2,65,1,4,2,1,7,4,1,3,1,2,1,2.37931034482759,.7113629682782
200086,2,51,3,U,1, ,1,1,1,2,1,2,2,1,1,1,8,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,1,2,1, , ,2,3,3,2,1,19,6,4,2,4,8,4,1,3,1,3,3,4.93103448275862,1.47427397773598
200089,2,13,3,U,1, ,1,8,2,2,2,8,2,2,8,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1, , ,2,2,1,1,1,23,1,4,2,1,4,2,3,1, ,2,3,3.41379310344828,1.02065121535568
200098,2,13,3,U,1, ,1,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2, , ,1,2,1,1,1,33,1,6,2,2,8,4,1,3,2,3,3,2.10344827586207,.628886102390872
200102,2,26,2,S,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,2,2, , ,2,2,1,2,1,56,2,3,1,2,5,2,1,2, ,3,2,5.62068965517241,1.6804661424543
200103,2,29,2,R,1, ,2,1,1,1,8,8,8,8,8,2,8,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , ,1,2,1,1,1,54,1,8,2,1,7,4,1,1, ,3,1,1.86206896551724,.556718844739461
200107,2,17,2,U,1, ,1,1,2,2,2,1,2,8,1,8,8,1,1,1,1,3,3,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,8,2,2,2,2,2,2,2,2,2,1, , ,1,3,1,2,2,35,6,3,2,2,2,1,1,2, ,3,2,8,2.3918291107325
200108,2,17,2,R,1, ,2,1,1,2,1,3,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,3,1,2,1,2,2,2,2,2,1,1,8,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,3,2,2,2,2,2,1,2,2,1,1, , ,1,5,3,2,2,59,6,3,2,1,2,1,1,2, ,1,2,2.96551724137931,.886626308288771
200115,2,28,3,R,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1, , ,1,1,3,2,2,76,5,3,2,1,1,1,1,2, ,3,3,1.31034482758621,.391765112964806
200123,2,19,2,R,1, ,1,1,1,1,1,2,2,1,2,2,2,1,1,3,1,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,1,2,2,2,2,2,2,2,2,1, , ,2,2,1,1,1,39,1,6,2,1,4,2,1,1, ,3,3,3.17241379310345,.948483957704267
200127,2,48,3,U,1, ,1,8,8,8,8,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1, , ,1,2,3,2,1,29,1,6,2,1,1,1,1,3,1,1,1,2.75862068965517,.824768658873275
200128,2,27,2,R,1, ,1,8,1,1,1,1,8,8,1,2,2,1,2,3,3,3,3,3,3,3,3,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,2, , ,1,2,1,1,1,34,1,5,2,1,5,2,1,1, ,2,3,3.03448275862069,.907245524760603
200134,2,26,2,R,1, ,2,2,1,1,2,3,2,2,2,2,2,2,2,1,3,5,3,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , ,1,1,3,2,2,79,5,4,2,1,4,2,1,1, ,2,2,1,.298978638841562
200140,2,51,3,U,1, ,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,3,1,1,1,1,3,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,2,2,1,1, , ,2,2,1,1,1,36,1,8,2,2,9,4,1,3,2,5,3,4.79310344827586,1.43303554479232
200142,2,29,2,R,1, ,1,1,1,1,2,1,2,1,1,8,8,2,1,1,1,1,2,3,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1, , ,1,4,1,2,2,50,1,3,2,1,6,3,1,2, ,5,2,3.89655172413793,1.1649857306585
200145,2,37,3,U,1, ,1,8,8,3,8,1,8,8,1,1,1,8,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1, , ,2,3,1,2,1,61,1,3,2,1,6,3,1,1, ,3,3,4.10344827586207,1.226843380074
200157,2,26,2,U,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,8,2, , ,1,2,2,2,2,73,3,3,1,1,2,1,1,2, ,3,3,3.17241379310345,.948483957704267
200170,2,5,3,S,1, ,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,8,8, , ,2,2,1,2,2,57,1,6,2,1,7,4,1,1, ,2,3,2,.597957277683125
200175,2,40,3,U,1, ,8,3,2,2,2,2,2,2,1,2,2,2,1,3,3,3,3,3,3,1,2,1,1,2,2,1,2,2,2,2,2,2,2,8,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,1,1, , ,2,1,1,2,1,20,2,3,1,1,99,9,9,3,1,2,1,3.96551724137931,1.18560494713033
200177,2,4,4,U,1, ,1,2,2,2,2,1,1,1,1,2,1,1,1,1,3,1,3,2,1,1,3,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,1, , ,2,1,1,2,1,31,6,6,2,1,6,3,2,3,2,3,2,2.86206896551724,.855697483581023
200178,2,13,3,R,2, ,1,1,2,1,1,3,2,8,2,2,8,1,2,3,3,5,3,2,5,1,2,3,2,8,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,8,2,2,2,2,2,2,2,2,2,1, , ,2,2,3,2,2,53,1,1,2,1,99,9,1,1, ,3,3,5.31034482758621,1.58767966833105
200180,2,26,2,S,1, ,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,5,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2, , ,2,1,3,2,2,73,3,5,2,1,2,1,1,3,2,3,2,2.6551724137931,.793839834165527
200184,2,48,3,U,1, ,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1, , ,1,2,2,2,1,55,1,3,2,1,5,2,1,3,1,3,1,2.31034482758621,.690743751806368
200194,2,26,2,S,1, ,2,1,8,2,8,8,8,8,1,2,8,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1, , ,2,2,3,2,1,74,1,4,2,1,4,2,1,1, ,2,1,3.17241379310345,.948483957704267
200202,2,21,3,R,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1, , ,1,1,3,2,1,62,6,3,2,2,6,3,1,2, ,4,3,1.17241379310345,.350526680021142
200206,2,26,2,R,1, ,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1, , ,1,2,1,1,1,43,1,3,2,1,99,9,1,3,2,3,3,3,.896935916524687
200211,2,39,2,U,1, ,1,1,2,2,2,1,2,2,1,1,1,2,2,3,3,1,3,3,2,2,3,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1, , ,2,2,1,1,1,30,2,2,2,1,1,1,3,3,1,4,3,5.17241379310345,1.54644123538739
200212,2,48,3,U,1, ,2,8,2,8,2,2,2,1,2,2,2,1,1,2,1,3,1,3,3,1,1,3,8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,8, , ,1,1,3,2,2,76,5,4,2,1,4,2,1,3,1,2,3,1.20689655172414,.360836288257058
