psraid,sample,state,cregion,usr,intuse,pialql1,smart3,pial1a,pial1b,pial1c,pial1d,pial1e,pial1f,pial1g,pial1h,pial1i,pial1j,pial1k,pial2,pial3a,pial3b,pial3c,pial3d,pial3e,pial3f,pial3g,pial3h,pial3i,pial4,pial5,pial6a,pial6b,pial6c,pial7a,pial7b,pial7c,pial7d,pial7e,pial7f,pial7g,pial7h,pial7i,pial7j,pial7k,pial8a,pial8b,pial8c,pial8d,pial8e,pial8f,pial8g,pial8h,pial8i,pial8j,pial8k,act87,act112,pial9a,pial9b,pial9c,pial9d,pial9e,pial9f,pial9g,pial9h,pial9i,pial9j,pial10,pial11a,pial11b,pial11c,pial11d,pial11e,pial11f,pial11g,pial11h,pial12,pial13,ql1,ql1a,qc1,hh1,employ,par,sex,age,marital,educ2,hisp,race,inc,income,reg,party,partyln,ideo,tp,weight,standwt
202455,2,17,2,S,1, ,1,8,2,2,2,3,2,2,1,2,1,1,2,3,3,2,3,1,4,1,1,2,8,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,8,2,2,2,2,2,2,2,2,8,2, , ,2,1,3,2,2,27,6,3,1,6,4,2,3,3,9,8,3,8,2.3918291107325
202458,2,28,3,U,1, ,1,1,2,2,2,1,1,8,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,1,2,29,1,8,2,1,6,3,1,1, ,1,1,3.93103448275862,1.17529533889442
202463,2,18,2,S,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,8,1, , ,2,1,1,2,1,55,3,3,2,1,5,2,1,2, ,3,2,2.86206896551724,.855697483581023
202469,2,6,4,U,1, ,1,8,2,3,1,1,3,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,8,2,2,2,2,2,1,2,2,8, , ,2,2,1,2,2,99,9,6,2,9,99,4,3,3,9,8,3,3.13793103448276,.938174349468351
202481,2,27,2,S,1, ,1,1,2,2,2,1,2,1,1,2,2,1,1,1,3,1,3,3,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,1, , ,2,2,1,2,2,28,1,6,2,1,6,3,1,3,2,3,3,3.20689655172414,.958793565940182
202483,2,53,4,S,1, ,2,2,2,2,2,1,2,8,1,8,8,1,2,2,2,2,2,2,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2, , ,1,2,2,2,2,53,1,6,2,1,9,4,1,3,2,5,2,2.62068965517241,.783530225929612
202485,2,17,2,U,1, ,2,2,1,8,8,2,2,8,2,2,2,8,2,2,3,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1, , ,1,2,3,2,2,60,1,3,2,1,7,4,1,2, ,4,2,4.06896551724138,1.21653377183808
202490,2,6,4,U,1, ,2,8,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1, , ,2,4,3,2,1,18,6,3,1,6,99,2,3,2, ,3,2,4.13793103448276,1.23715298830991
202499,2,5,3,S,1, ,2,1,1,1,1,3,2,2,1,2,3,1,2,1,3,3,3,1,3,1,3,1,2,2,2,2,2,2,2,2,8,8,2,2,3,8,3,2,1,1,2,8,2,2,3,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,8,1, , ,2,2,3,2,2,55,5,3,2,1,4,2,1,2, ,4,3,4.03448275862069,1.20622416360216
202503,2,31,2,R,1, ,1,8,1,1,8,1,8,8,1,8,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,8,2,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1, , ,1,2,3,1,2,29,2,4,2,1,4,2,3,3,9,3,4,3.44827586206897,1.03096082359159
202508,2,25,1,S,1, ,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,5,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1, , ,2,4,3,2,1,50,1,4,2,1,2,1,3,3,1,3,2,8,2.3918291107325
202511,2,6,4,S,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2, , ,1,4,1,1,1,24,4,3,1,1,1,1,1,3,9,8,3,2.96551724137931,.886626308288771
202513,2,39,2,S,1, ,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,1, , ,2,2,1,1,1,33,1,6,2,1,5,2,1,3,2,3,2,3.82758620689655,1.14436651418667
202521,2,24,3,S,1, ,1,8,8,8,2,2,2,8,1,8,8,1,2,2,3,2,3,2,2,2,2,3,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1, , ,1,3,2,2,1,20,6,5,2,3,7,4,1,1, ,2,3,4,1.19591455536625
202526,2,41,4,U,1, ,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,8,2,8,1,2,2,2,2,1,1,2,8,1,2,2,2,2,2,2,2,8,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,3,2,1,62,1,4,2,1,6,3,1,1, ,1,3,1.44827586206897,.433003545908469
202529,2,42,1,S,1, ,2,1,2,2,2,3,2,2,1,2,1,2,2,1,3,1,3,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,1, , ,2,2,3,1,1,33,1,6,2,1,6,3,1,2, ,4,3,3.62068965517241,1.08250886477117
202536,2,31,2,R,1, ,2,8,8,2,2,2,8,8,1,8,1,8,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,1,2,8,2,2,2,2,2,2,1,2,2,1,2,8,8,8,2,8,2,2,8,8, , ,2,2,1,2,2,49,1,3,2,1,5,2,1,1, ,2,3,4.82758620689655,1.44334515302823
202544,2,29,2,S,1, ,1,1,2,3,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2, , ,2,1,1,2,2,53,3,8,2,1,99,3,1,3,1,2,3,3.93103448275862,1.17529533889442
202548,2,22,3,U,1, ,1,8,8,2,2,8,2,2,1,8,2,1,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1, , ,2,2,1,1,1,33,1,5,2,1,6,3,1,3,9,2,1,5.75862068965517,1.72170457539796
202564,2,29,2,S,2, ,1,8,8,8,8,2,2,8,8,8,8,8,2,1,1,1,1,1,1,1,3,1,8,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,2,3,2,1,64,3,3,2,1,5,2,1,4,2,2,3,4.37931034482759,1.30932024596132
202568,2,55,2,S,1, ,1,8,1,2,1,1,1,1,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,1, , ,1,2,1,1,1,29,1,4,2,1,6,3,1,3,9,1,1,3.41379310344828,1.02065121535568
202574,2,6,4,U,1, ,2,1,1,1,1,1,2,1,2,2,2,1,2,3,3,3,3,3,3,3,3,3,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2, , ,2,4,3,2,1,33,6,3,2,1,1,1,3,3,1,5,3,6.96551724137931,2.08254086365502
202578,2,29,2,S,1, ,1,8,8,3,8,1,1,8,1,1,8,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,8,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1, , ,2,3,1,2,2,23,6,5,2,1,5,2,3,1, ,3,3,5.48275862068966,1.63922770951063
202590,2,36,1,U,1, ,1,1,1,8,2,1,1,1,1,2,8,1,1,2,3,2,3,3,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1, , ,2,1,1,2,2,28,6,6,2,3,6,3,1,2, ,4,3,6.37931034482759,1.90727752364445
202597,2,42,1,U,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , ,1,2, , ,1,2,3,2,2,67,1,3,2,1,4,2,1,2, ,3,2,3.55172413793104,1.06188964829934
202614,2,55,2,R,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2, , ,1,2,3,2,1,62,1,2,2,1,4,2,1,2, ,8,2,1.86206896551724,.556718844739461
202625,2,42,1,U,1, ,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,8,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,1,1,1,2,38,1,4,2,1,6,3,1,1, ,2,2,4.24137931034483,1.26808181301766
202645,2,40,3,U,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1, , ,1,1,3,2,2,74,5,4,2,1,3,1,1,1, ,3,3,1.03448275862069,.309288247077478
202658,2,34,1,S,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,2,1, , ,2,2,1,2,1,61,3,4,2,2,4,2,1,2, ,2,2,3.27586206896552,.979412782412014
202665,2,12,3,S,1, ,1,8,2,2,2,2,2,2,8,2,2,2,1,1,1,1,2,1,2,1,1,1,1,8,2,1,2,2,2,2,1,1,2,8,1,2,2,2,2,2,2,2,8,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1, , ,1,2,1,1,1,48,1,3,2,2,2,1,3,9,9,3,3,3.48275862068966,1.04127043182751
202669,2,1,3,S,1, ,2,8,1,1,1,2,1,1,1,2,8,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1, , ,2,6,3,1,2,50,1,4,2,1,4,2,1,1, ,3,3,5.79310344827586,1.73201418363388
202677,2,29,2,R,2, ,1,8,8,8,8,3,8,8,8,8,2,8,2,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,3,2,2,2,2,2,2,2,8,3,2,2,8,2,2,2,8,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , ,1,2,3,2,1,72,1,3,2,1,2,1,1,3,1,2,1,2.13793103448276,.639195710626788
202679,2,47,3,S,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1, , ,2,2,3,1,1,33,1,3,2,1,2,1,1,3,1,1,1,4.41379310344828,1.31962985419724
202682,2,33,1,U,1, ,1,8,8,2,8,1,3,8,1,8,2,8,2,2,2,1,8,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,2,2,2,2,2,2, , ,2,2,1,1,1,29,6,3,2,1,4,2,9,3,9,9,4,5.75862068965517,1.72170457539796
202691,2,19,2,R,1, ,1,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,8,2,2,2,2,2,2,2,2,1,1, , ,1,4,1,2,1,59,1,4,2,1,8,4,1,1, ,2,2,1.72413793103448,.515480411795797
202693,2,36,1,U,1, ,2,3,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1, , ,1,1,3,1,2,60,2,1,1,6,1,1,1,2, ,2,3,4.27586206896552,1.27839142125358
202700,2,29,2,S,1, ,1,8,8,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , ,1,2,1,2,1,99,9,9,9,1,99,9,1,9,9,2,3,1.86206896551724,.556718844739461
202703,2,17,2,U,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1, , ,2,1,2,2,1,70,5,5,2,2,6,3,1,2, ,4,2,3.75862068965517,1.12374729771484
202709,2,42,1,S,2, ,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,1,2,2,8,1,8,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,3,2,2,2,2,2,2,2,2,1,2, , ,2,2,1,2,2,46,3,3,2,2,4,2,1,2, ,2,3,6.27586206896552,1.8763486989367
202716,2,12,3,U,1, ,1,8,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1, , ,2,2,1,1,1,40,1,6,2,2,7,4,1,3,2,4,3,4.79310344827586,1.43303554479232
202721,2,26,2,S,1, ,1,1,8,1,1,1,2,2,1,2,1,1,2,3,3,2,2,3,3,2,3,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,1,1, , ,1,4,1,2,1,22,6,6,2,1,1,1,1,3,1,2,3,1.82758620689655,.546409236503545
202728,2,39,2,S,1, ,1,1,1,2,2,2,2,8,1,1,2,1,1,1,3,1,1,3,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1, , ,1,3,2,2,1,19,6,3,2,3,1,1,3,9,9,4,3,3.10344827586207,.927864741232435
202733,2,36,1,S,1, ,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,2,1,2,1,42,1,8,2,1,9,4,1,1, ,3,1,3.48275862068966,1.04127043182751
202763,2,24,3,S,1, ,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,3,3,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2, , ,1,3,2,2,1,59,1,3,2,1,5,2,1,1, ,2,1,3.89655172413793,1.1649857306585
202769,2,13,3,U,1, ,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,8,1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1, , ,2,2,3,1,2,25,2,4,2,1,1,1,3,9,1,3,4,6.48275862068966,1.9382063483522
202773,2,42,1,U,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1, , ,1,1,3,2,1,92,5,3,2,1,3,1,1,2, ,4,2,2.24137931034483,.670124535334536
202780,2,20,2,S,1, ,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,1,2,2,2,1,1,1,2,1, , ,1,2,3,1,1,31,1,3,2,1,3,1,3,1, ,2,3,2.62068965517241,.783530225929612
202806,2,16,4,R,1, ,1,1,2,2,2,1,1,1,1,1,8,1,2,4,4,4,4,4,4,4,3,3,2,2,1,1,2,2,2,2,2,1,1,8,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1, , ,2,2,2,2,1,24,1,4,2,1,1,1,1,1, ,2,3,2.82758620689655,.845387875345107
202813,2,16,4,R,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,8,8, , ,1,1,3,2,2,92,5,9,2,1,99,9,1,1, ,1,1,1.20689655172414,.360836288257058
202819,2,6,4,U,1, ,1,8,8,3,8,2,2,1,2,1,2,1,2,1,3,1,1,4,1,1,1,4,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,1,2,2,2,1, , ,2,3,1,2,2,28,6,6,1,1,4,2,1,2, ,5,3,8,2.3918291107325
202834,2,18,2,R,1, ,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,3,2,2,2,3,2,3,2,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,2, , ,2,1,3,2,1,52,3,6,2,4,99,9,1,3,9,3,1,3.89655172413793,1.1649857306585
202836,2,6,4,U,1, ,1,1,2,2,2,1,2,1,1,2,1,2,1,1,3,1,3,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2, , ,1,2,3,1,2,40,1,6,2,1,9,4,3,2, ,4,2,5.27586206896552,1.57737006009514
202848,2,4,4,U,1, ,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1, , ,2,1,1,2,2,33,6,8,2,1,4,2,1,2, ,4,2,3.6551724137931,1.09281847300709
202880,2,53,4,S,1, ,1,1,2,2,1,8,3,8,2,2,2,2,1,1,3,1,2,2,3,1,1,3,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,1,3,2,1,36,6,3,2,1,1,1,3,3,9,2,3,2.93103448275862,.876316700052855
202890,2,36,1,U,1, ,1,1,8,8,1,8,2,1,1,1,1,1,2,1,2,1,3,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2, , ,1,4,1,2,1,59,1,6,2,1,6,3,1,2, ,4,2,2.3448275862069,.701053360042284
202891,2,42,1,S,1, ,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , ,2,2,3,2,2,65,1,6,2,1,8,4,1,1, ,1,3,2.03448275862069,.60826688591904
202892,2,18,2,S,1, ,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,5,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,8,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2, , ,1,1,1,2,2,57,6,8,2,4,7,4,1,2, ,4,2,1,.298978638841562
202895,2,36,1,U,1, ,1,8,1,8,8,1,2,1,1,8,8,8,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,8,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2, , ,1,1,1,1,2,39,3,8,2,4,99,9,1,9,9,9,2,3.79310344827586,1.13405690595075
202900,2,13,3,S,1, ,1,8,1,1,8,1,2,8,1,1,8,1,1,2,1,1,1,2,2,1,1,1,8,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,3,2,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,1, , ,1,6,2,2,2,24,6,3,2,1,2,1,2,1, ,2,3,5.93103448275862,1.77325261657754
202902,2,36,1,S,1, ,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,3,2,3,3,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2, , ,1,2,2,1,1,54,1,6,2,1,9,4,1,3,1,1,1,3.51724137931035,1.05158004006343
202905,2,39,2,U,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2, , ,2,1,3,2,1,80,5,4,2,1,3,1,1,3,1,3,3,4.17241379310345,1.24746259654583
202908,2,51,3,S,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2, , ,1,2,1,2,1,47,1,8,2,1,9,4,1,1, ,2,2,2.6551724137931,.793839834165527
202913,2,10,3,S,1, ,1,1,1,1,8,1,8,2,8,2,2,1,2,3,2,3,2,3,2,3,3,3,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,2,1,1,1,48,1,4,2,1,7,4,1,1, ,2,3,5.44827586206897,1.62891810127472
202918,2,12,3,S,1, ,2,2,2,2,2,2,2,1,1,1,1,1,8,3,3,1,3,3,3,2,1,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1, , ,2,2,1,1,1,36,1,6,2,1,4,2,1,2, ,3,3,5.31034482758621,1.58767966833105
202919,2,25,1,S,1, ,1,1,9,2,1,1,1,1,1,2,9,1,1,1,2,1,3,2,1,1,2,3,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1, , ,2,3,1,2,1,31,6,3,2,1,8,4,3,1, ,2,1,6.75862068965517,2.02068321423952
202923,2,25,1,U,1, ,1,1,2,2,1,1,8,1,1,8,1,8,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1, , ,1,2,1,2,2,61,1,3,2,1,7,4,1,1, ,3,1,4.03448275862069,1.20622416360216
202927,2,12,3,S,1, ,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1, , ,1,2,3,2,2,71,1,6,2,1,4,2,1,3,2,3,2,1.13793103448276,.340217071785226
202943,2,44,1,S,1, ,1,2,2,2,2,1,2,2,2,2,2,2,1,3,1,3,3,1,3,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,1,1,1,44,1,6,2,1,7,4,1,1, ,3,3,3.48275862068966,1.04127043182751
